fpl_hostname,fpl_name,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
K2-107,K2-107 b,0,2017,3.313959,0.000024,-0.000024,0,0.0475,0.0006,-0.0006,0,0,,,0,266.9772,25.4264,-25.4264,0,Mass,15.98,0.55,-0.55,0,0.35,0.1,-0.1,0,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,696.95,19.71,-19.71,0,6061,96,-96,0,4.04,0.03,-0.03,0,0.464,0.019,-0.02,0,1.3,0.05,-0.05,0,1.81,0.06,-0.06,0,4.25,1.75,-1.75,0
K2-108,K2-108 b,0,2017,4.733999,0.000221,-0.000227,0,0.0581,0.0009,-0.0009,0,0.18,0.042,-0.042,0,59.4,4.4,-4.4,0,Mass,5.33,0.21,-0.21,0,2.22,0.77,-0.55,0,08h13m31.65s,123.381874,+16d25m10.6s,16.419609,484.99,9.78,-9.78,0,5599,87,-87,0,4.02,0.03,-0.03,0,0.388,0.013,-0.013,0,1.17,0.06,-0.06,0,1.76,0.04,-0.04,0,7.8,1.5,-1.5,0
K2-11,K2-11 b,0,2015,39.93767,0.23229,-0.23229,0,0.2257,0.0143,-0.0143,0,,,,,44.4,,,0,M-R relationship,7.55,9.33,-9.33,0,0.567,,,0,11h16m10.08s,169.042007,+01d59m12.6s,1.98684,332.46,2.69,-2.69,0,5433,49,-144,0,4.56,0.02,-0.02,0,-0.31,0.009,-0.009,0,1.35,0.04,-0.56,0,5.15,0.2,-4.39,0,,,,
K2-110,K2-110 b,0,2017,13.86387,0.000325,-0.000329,0,0.1027,0.0011,-0.0011,0,0.079,0.07,-0.07,0,16.7,3.2,-3.2,0,Mass,2.56,0.07,-0.07,0,5.2,1.2,-1.2,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,116.84,0.43,-0.43,0,4950,58,-58,0,4.61,0.02,-0.02,0,-0.606,0.003,-0.003,0,0.75,0.02,-0.02,0,0.71,0.01,-0.01,0,8,3,-3,0
K2-111,K2-111 b,0,2017,5.35117,0.00055,-0.00055,0,0.0621,0.0092,-0.0085,0,0,,,0,8.6,3.9,-3.9,0,Mass,1.9,0.2,-0.2,0,6.6,4.5,-3.2,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,2.74,-2.74,0,5730,50,-50,0,4.15,0.1,-0.1,0,0.279,0.083,-0.103,0,0.88,0.02,-0.02,0,1.23,0.1,-0.1,0,10.77,1.45,-1.45,0
K2-113,K2-113 b,0,2017,5.817685,0.000041,-0.000041,0,0.0642,0.0009,-0.0009,0,0,,,0,410.0007,41.3179,-44.4962,0,Mass,12.14,0.35,-0.35,0,1.97,0.61,-0.53,0,01h17m47.83s,19.449286,+06d52m08.0s,6.868895,649.75,13.49,-13.49,0,5660,87,-87,0,4.27,0.03,-0.03,0,0.107,0.021,-0.023,0,1.04,0.04,-0.04,0,1.24,0.03,-0.03,0,5.9,2.7,-3.4,0
K2-114,K2-114 b,0,2017,11.391013,0.000224,-0.000225,0,0.0954,0.0011,-0.0011,0,0,,,0,587.9855,73.1009,-69.9226,0,Mass,10.67,0.36,-0.36,0,2.99,0.46,-0.45,0,08h31m31.91s,127.882965,+11d55m20.2s,11.922265,484.8,7.97,-7.97,0,5044,68,-68,0,4.54,0.03,-0.03,0,-0.419,0.017,-0.018,0,0.89,0.03,-0.03,0,0.84,0.02,-0.02,0,9.9,2.3,-3.2,0
K2-115,K2-115 b,0,2017,20.272615,0.000356,-0.000343,0,0.143,0.0012,-0.0012,0,0.137,0.072,-0.074,0,266.9772,57.2094,-63.566,0,Mass,12.06,0.22,-0.22,0,0.82,0.3,-0.24,0,08h26m12.83s,126.553444,+12d16m55.0s,12.281936,418.58,4.2,-4.2,0,5657,60,-60,0,4.53,0.02,-0.02,0,-0.164,0.011,-0.011,0,0.95,0.02,-0.02,0,0.88,0.01,-0.01,0,10.7,1.7,-4.2,0
K2-116,K2-116 b,0,2017,4.655411,0.000486,-0.000473,0,0.048,0.002,-0.002,0,0.06,0.141966,-0.053272,0,0.257,,,0,M-R relationship,0.69,0.04,-0.04,0,4.3,,,0,22h24m36.39s,336.151611,-11d34m43.3s,-11.578691,49.46,0.12,-0.12,0,4348.35,86.1,-87.78,0,4.64,0.1,-0.1,0,-0.746,0.002,-0.002,0,0.69,0.07,-0.07,0,0.67,0.03,-0.03,0,,,,0
K2-117,K2-117 b,0,2017,1.2916,0.000049,-0.000051,0,0.0189,0.0001,-0.0001,0,0.06,0.138304,-0.053132,0,4.78,,,0,M-R relationship,2.03,0.1,-0.1,0,3.14,,,0,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,0.37,-0.37,0,3778,53,-53,0,4.75,0.01,-0.01,0,-1.357,0.081,-0.099,0,0.54,0.01,-0.01,0,0.51,0.01,-0.01,0,,,,0
K2-117,K2-117 c,0,2017,5.444017,0.000462,-0.000455,0,0.0492,0.0003,-0.0003,0,0.15,0.178886,-0.115822,0,4.9,,,0,M-R relationship,2.06,0.12,-0.12,0,3.08,,,0,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,0.37,-0.37,0,3778,53,-53,0,4.75,0.01,-0.01,0,-1.357,0.081,-0.099,0,0.54,0.01,-0.01,0,0.51,0.01,-0.01,0,,,,0
K2-118,K2-118 b,0,2017,50.92092,0.005584,-0.005249,0,0.245,0.008,-0.008,0,0.2,0.183774,-0.159064,0,6.99,,,0,M-R relationship,2.54,0.23,-0.2,0,2.34,,,0,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.7,3.8,-3.8,0,4726.29,142.64,-127.34,0,,,,0,-0.561,0.012,-0.012,0,0.76,0.08,-0.08,0,0.73,0.05,-0.04,0,,,,0
K2-119,K2-119 b,0,2017,7.727283,0.001268,-0.001149,0,0.0698,0.0006,-0.0006,0,0.07,0.151978,-0.057297,0,6.94,,,0,M-R relationship,2.53,0.2,-0.2,0,2.35,,,0,08h48m02.34s,132.009735,+16d54m06.7s,16.901854,369.66,4.16,-4.16,0,4740,100,-100,0,4.62,0.01,-0.01,0,-0.744,0.012,-0.012,0,0.76,0.02,-0.02,0,0.71,0.01,-0.01,0,,,,0
K2-12,K2-12 b,0,2015,8.28212,0.0006,-0.0006,0,0.0802,0.0021,-0.0021,0,,,,,6.04,,,0,M-R relationship,2.33,0.58,-0.58,0,2.62,,,0,11h32m46.09s,173.192032,+02d14m41.6s,2.244884,329.36,6.23,-6.23,0,5800,53,-90,0,4.3,0.1,-0.1,0,0.072,0.011,-0.011,0,1.01,0.05,-0.06,0,1.01,0.27,-0.09,0,,,,
K2-120,K2-120 b,0,2017,9.562742,0.000675,-0.000673,0,0.078,0.003,-0.003,0,0.14,0.168421,-0.105016,0,4.7,,,0,M-R relationship,2.01,0.13,-0.12,0,3.18,,,0,08h48m34.32s,132.14299,+17d11m26.5s,17.190685,,,,,4349.9,101.62,-96.12,0,,,,0,-0.842,,,0,0.69,0.07,-0.07,0,0.67,0.04,-0.03,0,,,,0
K2-121,K2-121 b,0,2017,5.185761,0.000029,-0.00003,0,0.0525,0.0003,-0.0003,0,0.22,0.194341,-0.18389,0,43.9,,,0,M-R relationship,7.5,0.14,-0.14,0,0.572,,,0,08h27m44.81s,126.936722,+17d34m45.8s,17.579397,170.37,1.08,-1.08,0,4551,74,-74,0,4.63,0.01,-0.01,0,-0.756,0.005,-0.005,0,0.72,0.01,-0.01,0,0.68,0.01,-0.01,0,,,,0
K2-122,K2-122 b,0,2017,2.219282,0.000128,-0.00013,0,0.0285,0.0002,-0.0002,0,0.21,0.182563,-0.167694,0,1.92,,,0,M-R relationship,1.21,0.08,-0.08,0,5.96,,,0,08h25m54.31s,126.476311,+20d21m34.5s,20.35957,72.19,0.25,-0.25,0,4027,45,-45,0,4.68,0.01,-0.01,0,-1.156,0.002,-0.002,0,0.62,0.01,-0.01,0,0.6,0.01,-0.01,0,,,,0
K2-123,K2-123 b,0,2017,30.951524,0.003625,-0.00332,0,0.1649,0.0008,-0.0008,0,0.06,0.144415,-0.051458,0,8.05,,,0,M-R relationship,2.76,0.16,-0.16,0,2.1,,,0,08h57m46.60s,134.444183,+21d27m12.7s,21.453533,162.36,0.65,-0.65,0,4035,52,-52,0,4.69,0.01,-0.01,0,-1.085,0.004,-0.004,0,0.62,0.01,-0.01,0,0.59,0.01,-0.01,0,,,,0
K2-124,K2-124 b,0,2017,6.413651,0.000036,-0.000031,0,0.049,0.002,-0.002,0,0.08,0.15519,-0.06663,0,8.75,,,0,M-R relationship,2.9,0.1,-0.1,0,1.97,,,0,08h54m33.89s,133.64119,+23d07m58.4s,23.132891,140.4,2.3,-2.3,0,3570,63,-70,0,4.86,0.01,-0.09,0,-1.66,,,0,0.39,0.01,-0.04,0,0.39,0.02,-0.01,0,,,,0
K2-125,K2-125 b,0,2017,21.750264,0.00199,-0.001957,0,0.121,0.004,-0.005,0,0.08,0.161049,-0.066906,0,5.39,,,0,M-R relationship,2.18,0.19,-0.18,0,2.86,,,0,13h36m34.11s,204.14212,-14d56m51.4s,-14.947603,124.6,0.83,-0.83,0,3654.47,99.56,-92.33,0,,,,0,-1.58,,,0,0.49,0.05,-0.06,0,0.4,0.03,-0.03,0,,,,0
K2-126,K2-126 b,0,2017,7.385655,0.000501,-0.000509,0,0.0656,0.0004,-0.0004,0,0.06,0.142277,-0.049906,0,4.54,,,0,M-R relationship,1.97,0.12,-0.12,0,3.26,,,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,103.29,0.75,-0.75,0,4339,92,-92,0,4.66,0.01,-0.01,0,-0.916,0.004,-0.004,0,0.69,0.01,-0.01,0,0.65,0.01,-0.01,0,,,,0
K2-127,K2-127 b,0,2017,3.588163,0.000028,-0.000029,0,0.0411,0.0002,-0.0002,0,0.12,0.142231,-0.096252,0,52.9,,,0,M-R relationship,8.37,0.33,-0.33,0,0.496,,,0,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,723.97,16.17,-16.17,0,4575,74,-74,0,4.65,0.01,-0.01,0,-0.277,0.027,-0.029,0,0.72,0.01,-0.01,0,0.66,0.01,-0.01,0,,,,0
K2-128,K2-128 b,0,2017,5.675819,0.000411,-0.000414,0,0.056,0.002,-0.002,0,0.23,0.220222,-0.19371,0,2.6,,,0,M-R relationship,1.42,0.16,-0.13,0,4.99,,,0,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,115.01,0.92,-0.92,0,4469.51,171.97,-145.15,0,4.7,0.1,-0.1,0,-0.822,0.004,-0.004,0,0.71,0.07,-0.07,0,0.78,0.08,-0.06,0,,,,0
K2-129,K2-129 b,0,2017,8.239493,0.000292,-0.000291,0,0.057,0.003,-0.004,0,0.13,0.210105,-0.109504,0,1.12,,,0,M-R relationship,1.04,0.1,-0.09,0,5.47,,,0,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,0.07,-0.07,0,3459.09,89.05,-83.62,0,,,,0,-1.78,,,0,0.36,0.07,-0.07,0,0.36,0.03,-0.03,0,,,,0
K2-13,K2-13 b,0,2015,39.91488,0.32477,-0.32477,0,0.2114,0.0061,-0.0061,0,,,,,4.23,,,0,M-R relationship,1.89,0.95,-0.95,0,3.44,,,0,11h20m37.33s,170.155533,+02d30m09.7s,2.502696,345.76,4.43,-4.43,0,5698,45,-82,0,4.33,0.07,-0.07,0,-0.135,0.009,-0.009,0,0.8,0.04,-0.04,0,0.78,0.09,-0.05,0,,,,
K2-130,K2-130 b,0,2017,2.49412,0.000132,-0.000128,0,0.032,0.001,-0.001,0,0.17,0.220344,-0.135968,0,2.1,,,0,M-R relationship,1.25,0.2,-0.14,0,5.91,,,0,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,118.41,0.52,-0.52,0,4356.47,196.73,-172.4,0,4.62,0.1,-0.1,0,-0.799,0.003,-0.003,0,0.7,0.07,-0.07,0,0.74,0.11,-0.08,0,,,,0
K2-131,K2-131 b,0,2017,0.36931,0.00001,-0.00001,0,0.0095,0,0,0,0,,,0,6.5,1.6,-1.6,0,Mass,1.7,0.09,-0.05,0,6,3,-2.7,0,12h11m00.37s,182.751556,-09d45m54.8s,-9.765218,153.7,1.1,-1,0,5245,46,-52,0,4.61,0.01,-0.01,0,-0.479,0.004,-0.004,0,0.84,0.01,-0.01,0,0.75,0.01,-0.01,0,,,,0
K2-132,K2-132 b,0,2017,9.1751,0.0023,-0.0027,0,0.086,,,0,0.36,0.06,-0.06,0,155.7367,19.0698,-19.0698,0,Mass,14.572,0.785,-0.785,0,0.277,,,0,12h08m39.94s,182.166397,-08d44m49.8s,-8.747175,620.41,17.92,-17.92,0,4840,90,-90,0,3.3,0.01,-0.01,0,0.858,0.017,-0.018,0,1.08,0.08,-0.08,0,3.85,0.13,-0.13,0,8.5,4.5,-2.8,0
K2-133,K2-133 b,0,2017,3.0712,0.0001,-0.0001,0,0.033,0.002,-0.002,0,,,,0,2.27,,,0,M-R relationship,1.31,0.08,-0.08,0,5.55,,,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,0.2,-0.2,0,3655,80,-80,0,,,,0,-1.444,0.077,-0.094,0,0.51,0.03,-0.03,0,0.47,0.03,-0.03,0,,,,0
K2-133,K2-133 c,0,2017,4.8682,0.0001,-0.0003,0,0.045,0.003,-0.003,0,,,,0,2.79,,,0,M-R relationship,1.48,0.09,-0.09,0,4.73,,,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,0.2,-0.2,0,3655,80,-80,0,,,,0,-1.444,0.077,-0.094,0,0.51,0.03,-0.03,0,0.47,0.03,-0.03,0,,,,0
K2-133,K2-133 d,0,2017,11.0234,0.0008,-0.0003,0,0.077,0.005,-0.005,0,,,,0,4.74,,,0,M-R relationship,2.02,0.13,-0.13,0,3.16,,,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,0.2,-0.2,0,3655,80,-80,0,,,,0,-1.444,0.077,-0.094,0,0.51,0.03,-0.03,0,0.47,0.03,-0.03,0,,,,0
K2-136,K2-136 b,0,2017,7.975292,0.000833,-0.00077,0,,,,0,0.1,0.19,-0.07,0,0.937,,,0,M-R relationship,0.99,0.06,-0.04,0,5.31,,,0,04h29m38.99s,67.41246,+22d52m57.8s,22.882721,59.35,0.19,-0.19,0,4499,50,-50,0,4.66,0.02,-0.02,0,-0.788,0.041,-0.045,0,0.74,0.02,-0.02,0,0.66,0.02,-0.02,0,0.688,0.063,-0.063,0
K2-136,K2-136 c,0,2017,17.307137,0.000252,-0.000284,0,0.11728,0.00048,-0.00048,0,0.13,0.27,-0.11,0,8.8,,,0,M-R relationship,2.91,0.11,-0.1,0,1.96,,,0,04h29m38.99s,67.41246,+22d52m57.8s,22.882721,59.35,0.19,-0.19,0,4499,50,-50,0,4.66,0.02,-0.02,0,-0.788,0.041,-0.045,0,0.74,0.02,-0.02,0,0.66,0.02,-0.02,0,0.688,0.063,-0.063,0
K2-136,K2-136 d,0,2017,25.575065,0.002418,-0.002357,0,,,,0,0.14,0.13,-0.09,0,2.7,,,0,M-R relationship,1.45,0.11,-0.08,0,4.87,,,0,04h29m38.99s,67.41246,+22d52m57.8s,22.882721,59.35,0.19,-0.19,0,4499,50,-50,0,4.66,0.02,-0.02,0,-0.788,0.041,-0.045,0,0.74,0.02,-0.02,0,0.66,0.02,-0.02,0,0.688,0.063,-0.063,0
K2-137,K2-137 b,0,2017,0.179715,0.000001,-0.000001,0,0.0058,0.0006,-0.0006,0,0,,,0,158.915,,,1,Mass,0.89,0.09,-0.09,0,,,,0,12h27m28.97s,186.870728,-06d11m42.8s,-6.195224,99.15,0.61,-0.61,0,3492,70,-70,0,4.82,0.04,-0.04,0,-1.484,0.006,-0.006,0,0.46,0.05,-0.05,0,0.44,0.04,-0.04,0,,,,0
K2-138,K2-138 b,0,2017,2.35322,0.00036,-0.00036,0,0.0338,0.00024,-0.00024,0,0.403,,,1,3.09,,,0,M-R relationship,1.57,0.28,-0.17,0,4.39,,,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,5378,60,-60,0,4.59,0.07,-0.07,0,-0.287,0.006,-0.006,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,,,,0
K2-138,K2-138 c,0,2017,3.55987,0.00023,-0.00022,0,0.04454,0.00032,-0.00032,0,0.296,,,1,6.9,,,0,M-R relationship,2.52,0.34,-0.16,0,2.37,,,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,5378,60,-60,0,4.59,0.07,-0.07,0,-0.287,0.006,-0.006,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,,,,0
K2-138,K2-138 d,0,2017,5.40478,0.00048,-0.00046,0,0.05883,0.00042,-0.00042,0,0.348,,,1,7.56,,,0,M-R relationship,2.66,0.39,-0.18,0,2.21,,,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,5378,60,-60,0,4.59,0.07,-0.07,0,-0.287,0.006,-0.006,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,,,,0
K2-138,K2-138 e,0,2017,8.26144,0.00045,-0.00044,0,0.07807,0.00056,-0.00056,0,0.315,,,1,10.8,,,0,M-R relationship,3.29,0.35,-0.18,0,1.67,,,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,5378,60,-60,0,4.59,0.07,-0.07,0,-0.287,0.006,-0.006,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,,,,0
K2-138,K2-138 f,0,2017,12.75759,0.00092,-0.00092,0,0.1043,0.00074,-0.00075,0,0.364,,,1,8.3,,,0,M-R relationship,2.81,0.36,-0.19,0,2.06,,,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,5378,60,-60,0,4.59,0.07,-0.07,0,-0.287,0.006,-0.006,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,,,,0
K2-139,K2-139 b,0,2017,28.380619,0.000551,-0.000528,0,0.1796,0.0015,-0.0015,0,0.12,0.12,-0.08,0,123.00021,26.37989,-23.83725,0,Mass,9.11,0.17,-0.17,0,0.91,0.24,-0.2,0,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,154.6,0.94,-0.94,0,5370,68,-68,0,4.54,0.02,-0.02,0,-0.299,0.004,-0.004,0,0.96,0.02,-0.02,0,0.88,0.01,-0.01,0,1.8,0.3,-0.3,0
K2-14,K2-14 b,0,2015,8.36802,0.00019,-0.00019,0,0.0627,0.0006,-0.0006,0,0.14,0.157139,-0.112926,0,20.7,,,0,M-R relationship,4.81,0.42,-0.42,0,1.02,,,0,11h52m13.69s,178.057022,+02d35m39.3s,2.594245,367.72,8.2,-8.2,0,3789,17,-16,0,4.89,0.05,-0.05,0,-0.968,0.02,-0.021,0,0.47,0.01,-0.01,0,0.45,0.01,-0.01,0,,,,
K2-140,K2-140 b,0,2017,6.56918,0.00004,-0.00004,0,0.0687,0.0005,-0.0005,0,0.12,0.056,-0.046,0,323.86877,22.2481,-22.2481,0,Mass,12.25,0.17,-0.17,0,0.963,0.082,-0.082,0,12h32m32.96s,188.137344,-09d36m27.5s,-9.60764,341.6,5.5,-5.1,0,5705,50,-48,0,4.45,0.01,-0.01,0,-0.019,0.013,-0.013,0,1,0.02,-0.02,0,0.99,0.01,-0.01,0,4.22,0.95,-0.95,0
K2-141,K2-141 b,0,2018,0.2803244,0.0000015,-0.0000015,0,0.00716,0.00055,-0.00065,0,0,,,0,5.08,0.41,-0.41,0,Mass,1.51,0.05,-0.05,0,8.2,1.1,-1.1,0,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,4599,79,-79,0,4.62,0.02,-0.03,0,-0.75,0.04,-0.04,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,6.3,6.6,-4.7,0
K2-141,K2-141 c,0,2018,7.7485,0.00022,-0.00022,0,,,,0,0,,,0,7.4,,,1,Mass,7,4.6,-2.8,0,,,,0,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,4599,79,-79,0,4.62,0.02,-0.03,0,-0.75,0.04,-0.04,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,6.3,6.6,-4.7,0
K2-146,K2-146 b,0,2018,2.644661,0.000132,-0.00013,0,0.0259,0.0002,-0.0002,0,,,,0,5.27,,,0,M-R relationship,2.15,0.86,-0.86,0,2.91,,,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.5,0.48,-0.48,0,3398,47,-47,0,4.92,0.01,-0.01,0,-1.824,0.079,-0.097,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,0
K2-147,K2-147 b,0,2018,0.961917,0.000026,-0.000026,0,0.0159,0.0005,-0.0005,0,,,,0,2.48,,,0,M-R relationship,1.38,0.17,-0.15,0,5.19,,,0,19h35m19.97s,293.833191,-28d29m52.2s,-28.497833,88,13,-13,0,3672,70,-70,0,4.72,0.05,-0.05,0,-1.292,0.085,-0.106,0,0.58,0.06,-0.06,0,0.55,0.06,-0.06,0,,,,0
K2-148,K2-148 b,0,2018,4.38395,0.0008,-0.0008,0,0.0454,0.0014,-0.0014,0,,,,0,2.33,,,0,M-R relationship,1.33,0.19,-0.18,0,5.44,,,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121,19,-19,0,4079,70,-70,0,4.65,0.05,-0.05,0,-0.996,0.086,-0.107,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,,,,0
K2-148,K2-148 c,0,2018,6.9226,0.0007,-0.0007,0,0.0616,0.0019,-0.0019,0,,,,0,3.64,,,0,M-R relationship,1.73,0.24,-0.21,0,3.86,,,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121,19,-19,0,4079,70,-70,0,4.65,0.05,-0.05,0,-0.996,0.086,-0.107,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,,,,0
K2-148,K2-148 d,0,2018,9.7579,0.001,-0.001,0,0.0774,0.0024,-0.0024,0,,,,0,3.33,,,0,M-R relationship,1.64,0.24,-0.21,0,4.15,,,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121,19,-19,0,4079,70,-70,0,4.65,0.05,-0.05,0,-0.996,0.086,-0.107,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,,,,0
K2-149,K2-149 b,0,2018,11.332,0.0013,-0.0013,0,0.083,0.0027,-0.0027,0,,,,0,3.33,,,0,M-R relationship,1.64,0.2,-0.18,0,4.15,,,0,00h39m17.26s,9.821899,+07d16m37.6s,7.2771,118,18,-18,0,3745,70,-70,0,4.71,0.05,-0.05,0,-1.31,0.088,-0.11,0,0.59,0.06,-0.06,0,0.57,0.06,-0.06,0,,,,0
K2-15,K2-15 b,0,2015,11.8104,0.00204,-0.00204,0,0.091,0.0018,-0.0018,0,,,,,6.71,,,0,M-R relationship,2.48,0.3,-0.3,0,2.42,,,0,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,501.03,9.26,-9.26,0,5131,69,-65,0,4.57,0.06,-0.06,0,-0.453,0.018,-0.019,0,0.72,0.06,-0.03,0,0.68,0.06,-0.03,0,,,,
K2-150,K2-150 b,0,2018,10.59357,0.00084,-0.00084,0,0.0727,0.0027,-0.0027,0,,,,0,4.66,,,0,M-R relationship,2,0.27,-0.21,0,3.2,,,0,01h13m22.60s,18.344175,+08d59m15.1s,8.987539,110,15,-15,0,3499,70,-70,0,4.82,0.04,-0.04,0,-1.585,0.09,-0.114,0,0.46,0.05,-0.05,0,0.44,0.04,-0.04,0,,,,0
K2-151,K2-151 b,0,2018,3.835476,0.000266,-0.000256,0,0.0373,0.0002,-0.0002,0,,,,0,2.83,,,0,M-R relationship,1.49,0.08,-0.08,0,4.7,,,0,01h17m13.09s,19.304525,+09d30m05.0s,9.501381,69.61,0.15,-0.15,0,3695,32,-32,0,4.8,0.01,-0.01,0,-1.553,0.084,-0.105,0,0.47,0.01,-0.01,0,0.45,0.01,-0.01,0,,,,0
K2-152,K2-152 b,0,2018,32.6479,0.01141,-0.01483,0,0.1716,0.0012,-0.0012,0,,,,0,5.86,,,0,M-R relationship,2.29,0.25,-0.24,0,2.68,,,0,12h06m31.87s,181.632797,-05d49m38.7s,-5.82741,108.7,0.4,-0.4,0,4044,34,-35,0,4.67,0.01,-0.01,0,-1.085,0.004,-0.004,0,0.63,0.01,-0.01,0,0.61,0.01,-0.01,0,,,,0
K2-153,K2-153 b,0,2018,7.51574,0.00205,-0.0024,0,0.0614,0.0004,-0.0004,0,,,,0,4.66,,,0,M-R relationship,2,0.21,-0.18,0,3.2,,,0,12h15m14.21s,183.809189,+02d01m15.4s,2.020953,143.6,0.9,-0.9,0,3845,37,-37,0,4.73,0.01,-0.01,0,-1.367,0.083,-0.102,0,0.55,0.01,-0.01,0,0.53,0.01,-0.01,0,,,,0
K2-154,K2-154 b,0,2018,3.67626,0.0003,-0.00031,0,0.0405,0.0003,-0.0003,0,,,,0,4.62,,,0,M-R relationship,1.99,0.21,-0.11,0,3.22,,,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.8,0.4,-0.4,0,4097,40,-45,0,4.65,0.01,-0.01,0,-1.039,0.004,-0.004,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,,,,0
K2-154,K2-154 c,0,2018,7.95486,0.00084,-0.00085,0,0.0677,0.0005,-0.0005,0,,,,0,4.94,,,0,M-R relationship,2.07,0.18,-0.13,0,3.06,,,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.8,0.4,-0.4,0,4097,40,-45,0,4.65,0.01,-0.01,0,-1.039,0.004,-0.004,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,,,,0
K2-155,K2-155 b,0,2018,6.342,0.002,-0.002,0,0.0562,0.0013,-0.0014,0,,,,0,3.89,,,0,M-R relationship,1.8,0.2,-0.1,0,3.67,,,0,04h21m52.49s,65.468697,+21d21m13.0s,21.3536,82,29,-12,0,4258,150,-150,0,4.6,0.3,-0.3,0,-1.229,0.086,-0.108,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,,,,0
K2-155,K2-155 c,0,2018,13.85,0.006,-0.006,0,0.0946,0.0031,-0.003,0,,,,0,7.27,,,0,M-R relationship,2.6,0.7,-0.2,0,2.27,,,0,04h21m52.49s,65.468697,+21d21m13.0s,21.3536,82,29,-12,0,4258,150,-150,0,4.6,0.3,-0.3,0,-1.229,0.086,-0.108,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,,,,0
